,run_id,experiment_id,status,artifact_uri,start_time,end_time,params.max_features,params.random_state,params.n_estimators,params.max_depth,tags.mlflow.source.git.commit,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.user,tags.mlflow.log-model.history,tags.mlflow.source.name
0,e2ff6614ef444e6385c2b577302a9b8b,0,FINISHED,file:///D:/MyProjects/43.ML-experiments-Tracker%28Python%29/mlruns/0/e2ff6614ef444e6385c2b577302a9b8b/artifacts,2024-01-02 18:19:43.477000+00:00,2024-01-02 18:19:51.497000+00:00,3,42,100,6,f193be2253c759886a2c7a0880166ce413031e58,fearless-ram-271,LOCAL,Harshal,"[{""run_id"": ""e2ff6614ef444e6385c2b577302a9b8b"", ""artifact_path"": ""model"", ""utc_time_created"": ""2024-01-02 18:19:43.894457"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.10.0"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}, ""model_uuid"": ""81586e93a73f487783fe93f11ced276a"", ""mlflow_version"": ""2.9.2"", ""model_size_bytes"": 693034}]",algo\Regression\random_forest.py
1,082b4f14c5e24579b777cbc3f5cd58ab,0,FINISHED,file:///D:/MyProjects/43.ML-experiments-Tracker%28Python%29/mlruns/0/082b4f14c5e24579b777cbc3f5cd58ab/artifacts,2024-01-02 18:18:58.080000+00:00,2024-01-02 18:19:06.720000+00:00,3,42,100,6,f193be2253c759886a2c7a0880166ce413031e58,unruly-gull-269,LOCAL,Harshal,"[{""run_id"": ""082b4f14c5e24579b777cbc3f5cd58ab"", ""artifact_path"": ""model"", ""utc_time_created"": ""2024-01-02 18:18:58.406080"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.10.0"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}, ""model_uuid"": ""c1dff4ef3412443d82f5ee18d0e9f717"", ""mlflow_version"": ""2.9.2"", ""model_size_bytes"": 691450}]",algo\Regression\random_forest.py
